848992.89	151036.99	1304420.11	73874.84	84410.66	235447.65	1068972.46	27053.28	46305.01	61552.25	238391.47	41330	0	1
865095.22	475648.11	1723091.19	477054.96	216054.9	691703.01	1031388.18	15859.34	142388.9	22175.1	428441.47	77768	0	1
972995.49	79739.6	1631651.79	121142.26	183066.78	262806.38	1368845.41	69913.32	87886.6	95888.36	467074.87	46313	0	1
868055.69	263497.83	1744285.98	168754.56	134820.86	398318.69	1345967.29	87402.52	38551.3	59290.73	499152.95	95208	0	1
372174.15	210089.02	1136032.31	80957.7	240781.32	450870.34	685161.97	83340.94	89001.12	65588.6	239681.56	29442	1	0
678287.2	458823.73	808143.6	399675.46	280214.98	739038.71	69104.89	89233.41	168544.11	45002.8	494746.22	35586	0	1
350977.24	110623.13	694431.82	56371.47	210526.98	321150.11	373281.71	45398.5	39379.9	13352.94	236652.55	71681	0	1
258643.89	130138.65	1037070.63	385124.22	158034.28	288172.93	748897.7	21821.1	44416.64	85801.72	249821.34	72513	0	1
249100.14	137554.42	403393.86	283775.75	123682.41	261236.83	142157.03	45543.54	177952.49	53690.39	92275.77	62317	0	1
315560.18	219585.73	575845.03	430773.78	211428.11	431013.84	144831.19	75489.67	61239.64	96337.26	486953.13	84685	0	1
898578.6	112574.01	1148758.29	120451.4	79448.39	192022.4	956735.89	18730.75	64132.92	95024.07	221329.9	91473	0	1
807942.3	263601.54	1425591.7	474940.49	174632.49	438234.03	987357.67	26467.57	119706.07	81177.29	255288.56	40894	0	1
933478.8	222069.86	1132775.96	238278.25	98598.79	320668.65	812107.31	87513.31	116711.98	24547.56	221020.96	84921	0	1
784817.92	71419.76	1089984.13	246368.99	190813.73	262233.49	827750.64	98978.55	195203.66	31432.1	242818.77	65597	0	1
606311.98	136221.88	1597408.57	285256.98	206937.72	343159.6	1254248.97	30555.9	78320.21	50442.45	491978.39	67193	0	1
891450.62	470208.55	1186501.34	289467.05	190208.83	660417.38	526083.96	52827.48	103777.64	53605.7	412144.84	52678	0	1
230205.95	348346.26	302804.73	255780.65	66841.47	415187.73	-112383.0	14113.03	148680.46	25582.4	479423.66	73681	1	0
960818.73	343693.85	1142169.43	141513.02	95518.63	439212.48	702956.95	72307.41	143530.67	73938.9	497371.49	29966	0	1
911613.15	466755.01	1319193.16	155996.93	34389.67	501144.68	818048.48	78575.48	103499.51	43331.05	171549.49	67314	0	1
318689.78	351309.21	874395.83	368720.39	78546.52	429855.73	444540.1	43009.32	95930.87	16532.77	334255.82	61773	0	1
394162.96	84813.29	1006347.12	197222.89	168502.32	253315.61	753031.51	95120.93	56618.05	65228.03	86431.21	38353	0	1
897928.53	284663.1	982529.27	387571.17	152809.33	437472.43	545056.84	46507.18	141559.24	20498.39	499815.21	58235	0	1
237379.01	427940.04	349756.4	448760.68	276394.45	704334.49	-354578.09	51824.0	81554.33	59787.9	397765.97	78409	1	0
722097.17	291590.2	948307.63	262122.6	134244.8	425835.0	522472.63	39311.07	101063.41	16933.32	135737.63	34933	0	1
355690.63	135498.72	655183.03	142954.13	108843.03	244341.75	410841.28	15569.67	162583.13	64956.04	349877.81	63493	0	1
758555.66	326873.6	933813.78	480223.51	208164.11	535037.71	398776.07	32139.17	179736.0	42749.95	339635.3	64720	0	1
713022.45	422405.62	1265475.82	97632.57	146713.46	569119.08	696356.74	75065.02	67288.25	48443.99	431593.3	64256	0	1
853732.15	322896.05	1467718.71	463619.12	89009.69	411905.74	1055812.97	85628.65	180754.1	92885.77	364066.53	29150	0	1
359517.66	440796.89	1337077.54	381918.5	49800.26	490597.15	846480.39	24537.4	86560.14	94463.05	471317.02	81708	0	1
894817.68	377123.13	1522234.46	447655.74	76408.97	453532.1	1068702.36	35918.87	182867.3	70611.83	499930.47	36906	0	1
118712.33	448773.31	497701.62	152182.72	78010.91	526784.22	-29082.6	18047.45	138838.68	92332.64	288986.6	29472	1	0
875863.79	283461.51	1334837.09	463226.34	158823.66	442285.17	892551.92	81088.13	32826.94	94561.65	378182.26	75455	0	1
568862.65	456799.47	672634.85	135588.84	244376.6	701176.07	-28541.22	80778.29	113551.89	92491.46	441434.61	78793	0	1
528943.95	251007.67	951021.48	161762.09	212143.13	463150.8	487870.68	10408.17	175787.25	36530.72	52643.99	67939	0	1
124428.62	465092.56	286617.32	391500.74	54900.69	519993.25	-233375.93	19921.5	173715.63	42689.1	134563.83	99561	1	0
590296.49	294414.85	785998.81	303313.65	259707.57	554122.42	231876.39	93323.78	95238.13	13345.77	264887.87	70380	0	1
893506.73	221442.73	1637257.95	102533.21	136434.15	357876.88	1279381.07	61073.92	63310.24	39379.05	105203.52	70032	0	1
519618.66	230551.84	1387313.38	147751.36	79107.8	309659.64	1077653.74	67700.09	114779.53	72427.95	146317.88	49578	0	1
793845.62	100254.52	1200002.97	423131.44	195935.4	296189.92	903813.05	79758.35	34031.98	82911.77	91456.69	34789	0	1
963436.46	496600.61	1015795.94	482630.07	57922.91	554523.52	461272.42	68009.46	70124.93	54145.89	429493.68	74037	0	1
991289.27	190587.91	1108287.08	50258.45	291928.4	482516.31	625770.77	25942.71	93787.36	69635.49	122841.55	54689	0	1
383118.01	496182.92	1176166.42	225722.58	143300.4	639483.32	536683.1	25128.6	74384.44	76403.04	328534.42	46790	1	0
715925.58	171821.84	1694808.86	153062.38	233008.82	404830.66	1289978.2	84998.09	28181.32	30424.17	304326.08	29876	1	0
490798.45	346081.25	1055256.5	334548.25	146263.78	492345.03	562911.47	11763.54	43689.02	59369.78	195073.65	37863	0	1
718593.0	306919.52	1430550.83	327073.48	209451.43	516370.95	914179.88	51748.66	88626.7	88270.24	454250.8	96505	0	1
883315.57	272084.83	1803666.36	120703.78	85862.17	357947.0	1445719.36	59863.55	152812.45	66730.79	438160.05	53817	0	1
137715.11	477612.27	212986.5	211046.31	290046.9	767659.17	-554672.67	15115.74	169454.25	52052.52	183791.36	87610	1	0
